0 24 0.5 0.5 0 15 3.0 2.0 0 16 2.0 2.0
0 14 1.0 1.0 0 24 1.0 0.5 0 20 2.0 1.0
0 12 3.0 1.0 0 16 0.5 1.0 0 24 2.0 3.0
